User_ID,Gender,City_Category,Stay_In_Current_City_Years,Marital_Status,Age_num,Purchase
1000329,M,A,1,0,39,7766
1004734,M,B,1,1,52,11674
1004406,M,B,2,1,28,5153
1003125,M,A,1,0,29,11394
1001246,M,A,2,0,20,11881
1003976,F,B,4,0,33,6159
1005011,M,B,1,0,23,15243
1000419,M,C,1,0,20,8791
1005612,F,A,2,0,27,7114
1006032,M,A,3,0,49,7079
1003311,M,A,4,0,33,5163
1001019,M,A,4,1,39,11477
1003477,F,A,1,1,53,9941
1005526,F,A,0,0,44,8026
1001968,M,B,2,0,32,8655
1002743,M,B,2,0,34,10026
1002887,M,B,3,1,31,19463
1000389,M,C,0,0,31,3822
1000854,F,B,1,0,34,5476
1000368,M,C,1,0,34,15190
1000749,M,B,0,0,41,8651
1002352,M,B,1,1,53,3218
1002446,M,B,0,0,23,12616
1001333,M,A,4,0,32,11735
1001051,F,A,0,1,31,8648
1005321,M,C,0,0,31,8725
1003313,M,A,2,0,36,5468
1005972,F,B,0,0,28,15589
1001184,F,C,1,1,28,10645
1002641,M,C,1,1,30,5293
1003122,F,C,3,1,31,129
1000453,M,B,1,0,21,20362
1004379,M,B,3,0,26,5347
1001137,M,B,4,0,23,15856
1004030,M,B,3,1,43,6099
1000086,F,C,3,0,12,15986
1005131,F,B,3,0,26,3466
1002047,M,B,1,0,10,21005
1000851,M,B,1,0,18,11881
1000631,M,C,3,1,37,19005
1005074,M,B,2,0,14,3845
1004934,F,A,2,0,27,1850
1005433,F,B,3,1,40,2084
1004483,F,B,4,0,32,7095
1003203,M,C,1,0,42,9721
1005738,M,A,1,1,27,2780
1000101,F,A,1,0,25,19370
1005908,M,B,1,0,31,5375
1002408,F,C,2,1,50,16059
1001448,F,A,1,0,33,6078
1004252,F,B,3,0,40,12320
1005463,M,B,3,1,42,5432
1004084,M,C,0,0,57,10075
1002445,M,A,1,1,34,19613
1005050,F,C,1,0,20,5266
1003580,F,C,0,0,18,19158
1005504,M,B,1,1,49,13304
1000970,M,B,4,1,31,15884
1003391,M,A,0,0,24,15536
1001733,M,B,0,1,19,12778
1003412,M,C,1,0,34,8043
1003557,M,B,0,1,21,6090
1000802,M,B,1,0,29,11060
1002634,M,A,3,1,74,20678
1000641,F,A,2,1,43,6034
1002011,F,B,3,1,44,3443
1005482,M,A,1,0,20,5922
1004016,M,B,1,0,52,5317
1001219,M,C,3,1,33,15182
1002125,M,C,0,0,43,9861
1001266,M,B,0,1,33,13868
1005396,M,C,0,0,33,15747
1004183,M,B,4,0,27,2213
1005932,M,C,3,0,21,11764
1001019,M,A,4,1,42,9908
1001184,F,C,1,1,28,8579
1003255,F,C,1,1,35,7866
1003836,F,B,1,0,52,7774
1001489,F,A,2,1,44,3569
1004596,F,B,1,0,20,11526
1002967,M,A,1,0,30,8086
1002926,F,B,1,0,21,5196
1004459,M,C,4,0,33,7160
1001899,F,A,1,1,49,7071
1004867,M,A,3,0,33,5330
1003620,M,A,1,0,34,4696
1002544,M,B,1,0,46,9941
1002523,M,B,0,0,27,15879
1003576,M,B,3,1,54,5878
1002156,M,C,4,0,24,5632
1000195,M,B,4,1,35,8649
1004085,F,A,1,0,30,10696
1000762,M,C,2,0,17,11847
1004277,M,A,0,0,36,8675
1000567,M,C,3,0,40,10139
1001607,M,A,2,1,48,1695
1002458,M,C,3,1,29,19361
1004640,M,B,0,1,30,5942
1004456,F,C,4,0,36,6856
1004451,M,B,2,1,30,3608
1002958,M,C,0,0,29,10674
1001129,M,C,2,0,42,12841
1000204,M,B,1,1,33,6124
1000587,M,B,3,0,30,5440
1000533,M,A,1,0,34,5852
1001971,F,C,3,0,28,9934
1002876,M,C,1,1,30,15334
1004579,F,B,1,1,19,9661
1001502,M,C,3,0,23,3462
1004337,M,C,4,0,19,11946
1004060,M,C,2,1,31,15245
1000731,M,A,0,1,46,7030
1005100,M,B,1,1,52,7850
1002468,M,A,4,0,52,10020
1005788,M,A,4,0,35,7103
1001248,F,B,4,0,38,7941
1003690,M,B,2,0,24,3539
1004543,M,A,0,0,28,7078
1004682,M,B,3,1,28,7170
1004291,M,A,1,0,43,19507
1005468,M,A,1,0,29,8053
1001897,F,A,1,1,51,7001
1005387,F,B,4,1,33,12908
1003031,M,A,3,0,18,19007
1002599,M,B,2,0,30,578
1001513,F,C,4,1,42,7918
1002909,M,A,1,0,31,1929
1004802,M,B,3,1,55,7471
1003664,F,A,0,0,37,5967
1000533,M,A,1,0,31,15577
1003526,M,B,1,1,42,7872
1002406,F,C,1,1,67,9776
1005251,F,A,1,1,32,10915
1003075,F,C,2,1,31,11867
1005684,M,A,1,0,23,19561
1004803,F,B,4,0,35,8295
1002507,M,A,0,1,27,9780
1000963,M,A,0,1,33,2676
1005861,F,B,1,1,54,8699
1002891,F,A,1,0,22,5190
1000371,M,B,4,0,20,8098
1005070,M,A,0,0,33,13284
1004354,M,B,2,0,44,7078
1000044,M,B,3,1,48,15355
1001017,M,B,2,0,42,3075
1000573,F,B,0,0,39,8069
1001274,M,B,4,1,47,15559
1003517,M,C,3,0,22,7013
1002018,M,B,1,0,42,16438
1005158,F,C,4,0,22,15830
1002752,M,A,2,0,28,5924
1001825,M,C,4,1,32,15361
1005015,M,B,2,1,42,7701
1001150,F,A,1,0,26,5819
1001125,F,B,2,0,19,15778
1005599,M,A,1,0,42,7171
1005763,F,A,1,1,27,4073
1000157,M,A,1,0,38,7075
1004800,M,A,1,0,21,9724
1005046,M,A,0,0,28,5354
1004058,M,B,3,1,28,4190
1001812,F,A,4,1,28,8018
1000280,M,C,0,1,53,8831
1001069,M,A,4,0,27,2745
1001361,F,A,1,0,26,20167
1000438,M,A,3,0,21,11050
1003166,M,B,1,0,18,7134
1005916,M,B,1,1,52,6016
1000889,M,A,1,0,48,4119
1005111,M,B,1,1,41,5324
1001348,F,A,3,0,13,3573
1000321,M,B,3,0,22,8063
1003770,F,C,1,1,37,5461
1001152,M,C,2,0,19,6998
1002095,M,C,1,1,62,5162
1005708,M,B,4,0,36,5451
1002624,F,A,1,1,37,19535
1003010,M,A,0,0,30,4509
1004425,M,B,1,0,36,9871
1000575,M,B,0,1,31,5250
1005523,M,B,2,1,44,7841
1002860,M,A,2,0,45,7969
1005705,F,B,4,0,21,8843
1001865,F,B,2,0,19,8135
1003167,M,C,3,0,29,15313
1004412,M,C,1,0,20,6864
1000714,M,B,2,0,22,15487
1004658,M,B,3,1,35,4042
1004947,M,C,1,1,38,1752
1002826,M,A,4,1,42,4505
1001743,M,C,0,0,38,8005
1005621,M,A,1,0,26,5974
1001331,M,C,4,1,47,9858
1004807,M,A,1,0,14,7986
1005643,F,A,3,1,43,2132
1000695,F,A,2,0,21,15337
1005886,M,A,2,0,33,7822
1004632,M,C,0,0,27,16805
1005044,F,C,0,1,41,7160
1003857,M,C,4,0,23,13209
1003707,F,C,1,0,24,20138
1001735,M,B,1,1,19,7059
1005447,M,A,3,0,47,603
1002145,M,C,2,1,20,13243
1004897,M,B,3,0,41,15380
1004053,M,B,1,0,28,16724
1003227,F,A,2,0,29,5450
1005675,M,A,2,0,44,5340
1001780,M,B,0,0,45,8206
1004115,M,B,1,0,34,5226
1000442,M,A,2,0,26,5174
1000062,F,A,1,0,45,1090
1001117,M,B,3,0,21,16222
1005621,M,A,1,0,31,5829
1004447,M,B,0,1,49,7009
1002541,F,B,1,1,37,6862
1005502,M,A,4,0,26,6154
1001808,F,C,4,1,19,5644
1001135,M,C,1,1,54,15955
1002263,M,C,2,1,33,15504
1000087,M,C,2,0,31,3798
1005566,M,C,2,0,37,13481
1000462,M,C,1,1,23,5434
1004108,M,C,2,1,38,5987
1005682,M,B,2,0,20,20422
1000013,M,C,3,1,50,11949
1003929,M,B,1,1,27,8125
1001605,F,B,1,0,24,11771
1000175,F,B,1,0,29,7883
1003444,M,C,1,1,53,8751
1001733,M,B,0,1,24,5435
1001194,F,B,1,1,32,6104
1004445,M,A,4,0,35,1923
1005065,M,C,4,1,35,16259
1003971,F,B,0,0,19,1891
1005627,M,A,4,1,28,7956
1000910,F,B,1,1,53,7161
1004506,M,B,2,0,54,18489
1001483,M,B,1,0,19,4182
1004521,M,B,1,0,40,7967
1005757,M,C,2,0,14,9941
1005767,M,B,0,0,33,2146
1002012,M,B,3,1,28,15305
1005423,F,C,0,1,51,5425
1005890,M,C,3,0,44,15251
1001805,M,C,0,0,21,15196
1004058,M,B,3,1,29,7959
1004812,M,C,2,0,22,61
1001916,M,B,0,0,49,1063
1003292,F,B,3,0,51,7848
1003592,F,B,2,1,70,8785
1002730,M,C,1,1,43,15821
1002955,M,C,3,0,42,9762
1000392,M,A,0,0,25,7806
1005717,M,B,3,1,32,19155
1005447,M,A,3,0,46,8028
1003189,M,A,1,0,32,5218
1005647,M,C,2,0,21,7960
1000133,F,C,1,1,27,19240
1003507,M,A,3,0,28,15681
1005389,M,C,4,1,48,7151
1003123,M,B,3,0,30,7671
1004746,M,C,3,1,52,15232
1003579,M,C,2,0,20,6960
1001369,M,B,1,1,31,2964
1004568,F,B,2,1,26,2308
1000355,M,B,2,0,19,19022
1001865,F,B,2,0,22,6116
1000034,F,A,0,0,20,7087
1001484,M,C,1,0,29,19657
1001264,M,A,3,0,29,6180
1003683,M,B,3,1,33,6109
1003623,M,C,1,0,44,12671
1004217,M,B,2,0,21,10069
1001702,M,C,2,0,20,20225
1001706,M,B,1,1,27,8832
1005920,F,C,2,0,27,15345
1003361,M,B,0,0,27,15734
1005183,F,C,1,0,18,7707
1003497,F,A,2,0,43,8839
1004115,M,B,1,0,29,9703
1001050,M,B,1,0,30,8711
1000182,M,C,0,0,25,8707
1003458,M,C,1,0,48,12084
1001231,M,C,1,0,31,15327
1002826,M,A,4,1,40,23488
1005492,M,A,4,1,18,4040
1001208,M,C,1,1,33,8048
1003280,M,B,1,0,32,3628
1001632,M,B,1,0,30,3340
1000058,M,B,3,0,31,9926
1004867,M,A,3,0,30,4231
1001820,M,B,1,1,28,15441
1001335,M,C,1,0,45,6134
1005923,M,C,1,1,30,15463
1002847,M,A,3,0,20,11992
1002164,M,B,3,0,43,5262
1003592,F,B,2,1,64,8869
1004247,M,B,0,1,34,5236
1005124,M,B,1,0,43,15604
1001882,M,C,4,0,45,21260
1004480,M,B,1,0,33,6161
1005857,F,B,2,0,49,16596
1005576,M,C,3,0,31,5269
1002211,M,C,2,1,46,6040
1000631,M,C,3,1,37,15944
1000546,F,B,0,0,31,5160
1005378,M,A,1,0,38,7754
1005927,M,B,4,1,40,8095
1000085,M,C,1,0,18,8231
1004681,F,C,2,0,41,8090
1001317,M,B,3,1,48,11947
1000831,F,C,2,1,48,11051
1000424,M,A,3,0,28,11774
1005686,M,A,1,1,63,7851
1005585,M,A,4,0,27,16004
1003954,M,C,4,0,21,7908
1000393,M,C,4,0,38,7156
1001128,M,A,2,0,31,6156
1005795,M,A,1,1,29,1815
1001556,M,A,3,1,24,7875
1005912,M,C,2,0,32,19667
1004088,M,B,4,1,27,4566
1000411,F,B,0,1,46,8131
1001333,M,A,4,0,35,715
1005636,M,A,0,1,31,5350
1002055,M,C,4,1,55,15462
1005126,M,B,4,0,29,5293
1002456,M,A,1,0,29,7067
1004386,M,B,1,0,30,15699
1000737,M,A,2,0,14,9923
1001749,M,B,1,1,26,5908
1005557,M,C,1,1,36,7134
1004305,F,B,1,1,46,5187
1001038,F,C,2,1,57,16579
1001943,M,B,0,0,21,16886
1005217,M,B,3,0,27,15498
1005387,F,B,4,1,35,563
1000672,M,C,4,1,39,6962
1005172,F,B,1,0,44,8113
1000319,F,B,3,1,53,15889
1001587,F,B,3,0,29,1726
1005355,M,B,0,1,56,19364
1001968,M,B,2,0,29,5468
1003769,M,B,0,0,30,13699
1003032,M,A,1,1,28,20703
1003195,M,B,4,0,19,6029
1001916,M,B,0,0,47,7784
1001264,M,A,3,0,33,7803
1005306,F,B,4,0,31,2742
1004342,M,C,2,1,26,20525
1000429,M,C,1,0,18,15724
1004375,F,B,1,0,31,19430
1003155,M,A,1,0,29,15604
1001415,M,C,1,0,49,9713
1004089,M,A,1,0,27,15871
1004386,M,B,1,0,33,7484
1005475,M,A,2,0,27,7828
1004848,F,C,3,0,44,19049
1002911,F,A,3,0,30,10646
1005150,M,C,3,1,28,8743
1003579,M,C,2,0,22,7771
1001926,F,B,1,0,11,10081
1001449,M,A,1,1,41,5393
1005026,M,B,1,1,32,3987
1001764,M,B,1,0,20,2858
1002996,M,B,1,0,23,8101
1005271,F,A,1,0,33,5180
1002237,F,B,1,0,40,7841
1003642,F,B,1,0,32,1965
1001902,M,C,1,0,29,7637
1002016,F,C,2,1,62,12123
1004271,M,B,2,0,37,9992
1002692,F,C,0,0,22,19615
1001605,F,B,1,0,18,5921
1002709,F,A,3,0,28,19051
1000139,F,C,2,0,29,11019
1002986,M,A,2,1,34,5840
1003296,M,A,1,1,22,9854
1003391,M,A,0,0,19,3656
1001908,M,C,3,1,73,5982
1004344,M,A,4,0,31,5243
1003599,M,C,3,0,27,11863
1005934,M,C,3,0,28,9772
1001880,M,B,3,1,42,16554
1004718,M,C,1,1,43,10904
1005154,M,C,1,1,27,15278
1003391,M,A,0,0,22,9916
1001926,F,B,1,0,13,13563
1000261,M,A,4,0,27,5479
1005053,M,C,3,0,27,5304
1002183,F,C,2,0,72,1404
1000033,M,A,1,1,46,14230
1000298,F,C,2,0,22,48
1004995,M,B,0,1,53,8681
1005600,F,C,1,0,50,3506
1003411,M,A,4,0,21,11481
1005890,M,C,3,0,43,6889
1003067,F,A,1,0,35,10048
1001551,M,B,1,1,28,6962
1001043,F,C,4,0,52,5236
1004390,M,B,2,0,28,5244
1000590,F,C,1,0,43,7813
1005015,M,B,2,1,40,564
1001422,M,B,3,0,36,11626
1000854,F,B,1,0,34,8049
1004543,M,A,0,0,31,15958
1004842,F,C,1,0,37,6989
1005972,F,B,0,0,29,8017
1005987,M,B,4,1,32,1987
1002295,M,C,1,1,49,19033
1001667,M,B,4,0,52,15304
1000068,M,A,0,0,24,8147
1002559,M,C,2,0,20,12092
1002669,M,C,1,0,49,12866
1005954,M,A,2,1,47,20755
1005831,M,A,2,1,31,8084
1001284,M,A,1,1,46,8044
1004579,F,B,1,1,25,5465
1003643,M,C,1,0,28,7031
1003763,M,A,1,0,28,15204
1004942,M,B,3,1,49,9540
1001224,M,B,4,0,54,19471
1001206,F,C,1,1,52,19594
1005771,M,A,1,0,34,6481
1000762,M,C,2,0,15,15212
1005852,F,A,0,1,33,7090
1003302,M,C,4,0,29,8894
1002624,F,A,1,1,40,8061
1005182,F,B,4,1,39,8645
1001513,F,C,4,1,36,8088
1001257,F,C,3,1,21,15525
1002485,M,C,3,1,37,11466
1005054,M,B,0,0,38,5883
1004126,M,B,1,0,30,5267
1004053,M,B,1,0,29,559
1003819,M,B,1,0,29,12094
1006035,F,C,3,0,29,5386
1006040,M,B,2,0,29,9782
1004973,F,C,1,1,66,15913
1003083,F,C,0,0,52,6044
1004647,M,B,1,1,40,10058
1005316,M,A,2,0,22,8111
1002615,M,C,2,1,29,15705
1001899,F,A,1,1,46,6892
1005003,M,C,1,0,42,15382
1001501,M,A,3,0,27,7028
1003760,M,B,0,1,54,15377
1000851,M,B,1,0,18,11828
1004691,F,B,2,1,48,6902
1004026,M,C,2,0,33,3048
1003036,M,C,1,0,58,9912
1001221,M,B,1,0,18,12105
1002185,M,C,2,1,46,6949
1000157,M,A,1,0,40,15663
1000327,M,C,4,0,39,16338
1004663,M,A,0,0,31,6889
1000839,M,A,2,0,27,6869
1000463,M,A,4,1,28,11496
1001608,M,B,1,1,31,4361
1003032,M,A,1,1,28,11385
1000442,M,A,2,0,27,10010
1004457,M,C,1,0,43,20675
1005029,M,C,1,1,34,9708
1003880,M,C,2,0,34,4458
1004312,M,A,0,1,34,1843
1003265,M,A,1,0,31,10138
1004408,F,B,1,1,48,8712
1000092,F,B,1,0,20,10817
1005683,F,B,0,1,25,775
1001140,F,B,2,1,50,3041
1002114,M,C,0,0,25,11856
1001678,F,C,1,0,19,12650
1001680,M,A,3,1,32,15760
1004348,M,C,1,1,49,8070
1004946,F,B,1,0,45,8024
1002840,M,A,1,1,31,7076
1004168,F,C,4,1,46,9752
1004353,M,A,1,0,26,15362
1002288,M,B,2,0,14,9604
1004153,M,B,3,1,52,3495
1004916,M,C,4,0,24,1855
1005847,F,B,2,0,21,7045
1004473,M,B,3,0,39,12296
1004928,F,A,4,0,30,5191
1004880,F,C,3,0,48,8006
1004117,M,B,4,0,22,20405
1002885,F,A,2,0,24,8638
1004961,M,C,1,1,33,3066
1004041,M,B,2,0,24,5429
1004281,M,A,4,0,60,8565
1000368,M,C,1,0,28,19260
1004446,M,B,1,1,25,8907
1001266,M,B,0,1,30,7128
1003675,M,B,3,0,36,3588
1004425,M,B,1,0,38,11853
1000709,M,C,1,0,19,8591
1001605,F,B,1,0,24,560
1005248,F,B,1,1,49,8003
1002909,M,A,1,0,30,19525
1002205,F,A,3,1,34,5286
1004734,M,B,1,1,52,3656
1003128,M,B,3,0,22,8873
1005643,F,A,3,1,41,1368
1005636,M,A,0,1,28,16191
1002654,F,C,0,1,39,4207
1005734,F,B,4,1,32,15422
1005621,M,A,1,0,28,5343
1005996,F,B,1,1,27,9990
1001173,F,A,3,0,33,6029
1004840,F,C,3,1,47,13060
1000798,F,C,1,1,31,1543
1005161,M,C,0,0,27,11701
1001013,M,C,1,0,68,16230
1005362,M,C,1,0,41,18600
1003973,M,A,1,1,30,6890
1001019,M,A,4,1,43,19131
1001202,M,B,0,0,42,6857
1005759,F,A,2,0,33,9997
1002232,M,B,1,1,31,12002
1002581,M,A,1,0,27,11873
1002747,F,B,2,0,23,5145
1005347,M,A,1,0,30,5433
1005236,M,C,1,1,33,15540
1004658,M,B,3,1,33,3824
1001060,M,C,1,0,24,7650
1003208,M,B,4,0,28,19679
1000766,F,C,3,1,30,6919
1005880,M,A,1,1,28,12027
1000278,M,C,4,1,49,6152
1005000,M,B,4,0,28,19032
1000655,F,B,2,0,29,3752
1005879,M,A,4,1,37,11553
1006007,M,C,2,0,38,6990
1002105,M,A,0,1,28,5940
1001733,M,B,0,1,24,12016
1004241,M,C,1,1,38,9814
1004748,M,B,3,0,50,8741
1003921,M,C,2,1,29,7852
1004673,M,B,2,1,41,4321
1004751,M,C,1,0,54,8590
1001958,F,B,3,0,33,7003
1001866,M,A,4,1,35,6002
1004887,M,B,1,1,21,10917
1004876,F,C,1,0,40,15450
1006001,F,A,0,1,28,11408
1004556,M,C,4,0,49,6960
1001645,F,B,1,1,18,11060
1004682,M,B,3,1,26,5162
1004345,F,B,1,0,34,7178
1005780,M,B,1,0,25,19194
1002624,F,A,1,1,37,7150
1005960,F,C,1,1,50,5365
1004579,F,B,1,1,24,7843
1000424,M,A,3,0,34,8596
1002193,M,C,1,0,15,5144
1001273,M,C,3,1,42,7092
1001921,M,C,2,0,70,4391
1001399,M,C,1,0,21,15720
1003503,M,B,0,0,19,11866
1000175,F,B,1,0,34,6984
1000338,M,A,1,0,42,6134
1005627,M,A,4,1,31,11752
1003410,M,B,3,1,42,7639
1002683,M,C,1,1,37,19449
1001895,M,C,2,0,38,19260
1002874,F,B,1,0,43,19044
1002895,M,B,4,0,27,10074
1000033,M,A,1,1,47,11883
1003430,F,B,1,1,48,7909
1002810,F,B,2,0,16,5285
1000409,M,B,4,0,22,3628
1002211,M,C,2,1,50,2953
1000242,F,A,3,0,21,7100
1004091,M,A,2,1,28,8126
1004895,F,B,3,0,26,19549
1004041,M,B,2,0,24,7613
1003847,M,B,1,0,28,11864
1003693,M,B,1,1,34,7016
1005705,F,B,4,0,20,5872
1001980,M,A,1,0,39,5284
1001969,F,B,4,0,31,6978
1002206,M,B,1,1,48,19027
1001117,M,B,3,0,21,6998
1003451,F,A,0,0,29,6933
1000768,M,C,2,1,31,19637
1005763,F,A,1,1,34,2154
1002820,F,A,2,0,36,7861
1000339,M,C,1,1,52,6030
1002233,F,B,2,1,36,3687
1001303,M,A,4,0,33,11804
1000195,M,B,4,1,28,8764
1001699,F,A,0,0,26,6901
1004021,M,B,1,1,55,19301
1000689,F,A,0,1,54,7967
1003951,F,C,3,1,20,11518
1001946,M,A,1,1,27,6929
1003751,F,B,4,0,37,16352
1000975,M,B,2,1,39,20511
1002346,F,A,1,0,14,15627
1001407,F,A,1,1,40,9796
1005728,F,C,3,0,45,10034
1001242,F,A,0,1,38,8563
1005627,M,A,4,1,31,5891
1003752,F,B,4,0,23,7767
1004454,M,C,1,0,31,5900
1003412,M,C,1,0,32,5378
1002643,M,B,1,1,49,12565
1004086,F,B,2,0,13,10008
1002092,M,B,4,1,56,5868
1005221,F,C,1,0,66,6059
1002453,M,B,0,0,28,7848
1001637,M,B,2,1,57,5353
1005433,F,B,3,1,44,5140
1000637,M,B,2,1,39,9695
1001900,M,A,3,1,57,12929
1002243,M,C,1,1,48,3834
1000678,M,A,0,1,32,15693
1003945,F,B,2,0,50,2797
1001057,M,B,1,1,47,17090
1001880,M,B,3,1,40,568
1002957,M,A,1,0,18,3085
1003013,M,B,2,1,48,5407
1003317,M,A,4,1,34,7143
1004865,F,C,1,1,41,7847
1001201,M,C,4,0,25,7947
1005364,F,A,3,0,34,16697
1003361,M,B,0,0,30,11554
